filename	acq_time
anat/sub-PD25_rez-300um_SynT2w.nii.gz	2019-07-01T09:33:57
anat/sub-PD25_rez-500um_SynT2w.nii.gz	2019-07-01T09:33:57
anat/sub-PD25_rez-1mm_SynT2w.nii.gz	2019-07-01T09:33:57
anat/sub-PD25_rez-300um_T1T2starfusion.nii.gz	2019-07-01T09:33:57
anat/sub-PD25_rez-500um_T1T2starfusion.nii.gz	2019-07-01T09:33:57
anat/sub-PD25_rez-1mm_T1T2starfusion.nii.gz	2019-07-01T09:33:57
anat/sub-PD25_rez-300um_T1w.nii.gz	2019-07-01T09:33:57
anat/sub-PD25_rez-500um_T1w.nii.gz	2019-07-01T09:33:57
anat/sub-PD25_rez-1mm_T1w.nii.gz	2019-07-01T09:33:57
anat/sub-PD25_rez-500um_atlas.nii.gz	2019-07-01T09:33:57
anat/sub-PD25_rez-500um_brainmask.nii.gz	2019-07-01T09:33:57
